Nt,Nx,beta,dt,eps,lambda,m,mu,nL,wtr,wz,Im Lz,Im Lz err,Im Phisq,Im Phisq err,Im S,Im S err,Im n,Im n err,Re Lz,Re Lz err,Re Phisq,Re Phisq err,Re S,Re S err,Re n,Re n err,Ntherm
160,41,8.0,0.05,0.001,0.0,1.0,-0.01,1000,0.1,0.0,0.07350743487499999,0.0004975682160694416,0.0005731143490875,1.560672230388258e-05,0.03670160898875,0.0007154272076839482,0.0004400971101,1.867898610898509e-05,0.00301673247625,0.0006377419381437178,0.62642635875,0.00465698343447002,25.389674250000002,0.18640574566809204,-0.01112810775,0.0001342738218541648,200
160,41,8.0,0.05,0.001,0.0,1.0,-0.01,1000,0.0,0.0,-0.004138126690499999,0.000747569421081291,-0.0009125431465225001,2.3763076441616667e-05,-0.016825426046249998,0.0014181805341406699,-0.00105299069665,3.524591269342695e-05,-0.03518122542325,0.0005534316200129939,0.63546608125,0.004805470674237416,25.79490025,0.1935825332054778,0.00063758449740625,3.4931922754060216e-05,200
