m,lambda,wz,wtr,dt,mu,eps,Nx,Nt,nL,beta,dim,step,Dens (Re),Dens (Im),KE (Re),KE (Im),Lz (Re),Lz (Im),PhiSq (Re),PhiSq (Im),S (Re),S (Im),S_del (Re),S_del (Im),S_int (Re),S_int (Im),S_tau (Re),S_tau (Im),S_trap (Re),S_trap (Im),S_w (Re),S_w (Im),Vint (Re),Vint (Im),Vtr (Re),Vtr (Im)
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4720,0.036146609,0.021844678,0.045691848,-0.001347403,0.263585858,-0.20547102,0.988701489,0.02700151,39.01902143,0.064132735,38.06646655,0.058975903,0,0,0.95255488,0.005156832,0,0,0,0,2.053110554,2.053110554,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4730,0.037655533,0.017261124,0.044874311,-0.000325187,0.27786531,-0.080877009,0.996451512,0.025280102,38.97318561,0.411913171,38.01438963,0.403894193,0,0,0.958795979,0.008018978,0,0,0,0,1.8100804,1.8100804,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4740,0.052960903,0.000706543,0.044370925,0.000134079,0.286453001,-0.192206131,1.011042852,0.002675085,39.06109025,0.092492379,38.1030083,0.090523838,0,0,0.958081949,0.001968542,0,0,0,0,2.174044389,2.174044389,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4750,0.056898581,0.014293121,0.044512985,0.000910758,0.197371207,-0.086441054,1.018195027,0.012334883,39.2566336,0.683959099,38.29533716,0.685917338,0,0,0.961296445,-0.001958238,0,0,0,0,2.283049475,2.283049475,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4760,0.052527259,0.010943125,0.045693743,0.001150801,-0.006028878,-0.311567903,1.018651667,0.017224069,39.76459148,0.869003775,38.79846707,0.862722831,0,0,0.966124408,0.006280944,0,0,0,0,2.202951318,2.202951318,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4770,0.043535036,-0.014430923,0.045276949,9.39E-05,0.021404705,-0.289118276,1.003498833,-0.003790404,39.29025874,0.07781692,38.33029494,0.067176401,0,0,0.959963797,0.010640519,0,0,0,0,2.007851168,2.007851168,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4780,0.043797324,-0.005056789,0.045358159,0.000246298,0.026864113,-0.163162261,1.000804647,-0.01019421,39.25470153,-0.064162193,38.2976942,-0.059024773,0,0,0.957007323,-0.005137421,0,0,0,0,1.896017574,1.896017574,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4790,0.055118579,-0.000478301,0.046481378,0.000825456,-0.052662399,-0.038606021,1.025273723,0.003309664,40.20770896,0.401212184,39.23755382,0.397424219,0,0,0.970155144,0.003787965,0,0,0,0,2.205215918,2.205215918,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4800,0.046884617,-0.020134044,0.045162619,0.00047602,0.075931189,0.139050458,1.011654529,-0.019368197,39.46181945,-0.350137853,38.49704954,-0.3509037,0,0,0.964769912,0.000765847,0,0,0,0,2.247847447,2.247847447,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4810,0.062521027,-0.004422252,0.046056513,0.000706365,-0.13167457,0.332567657,1.025811565,-0.006014889,40.08675767,0.038372266,39.12346713,0.039964903,0,0,0.963290539,-0.001592637,0,0,0,0,2.055513692,2.055513692,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4820,0.052196345,-0.027536273,0.0447421,-0.000454155,-0.16552534,0.120474836,1.010759681,-0.024463528,39.25672731,-0.761057619,38.29816398,-0.764130364,0,0,0.958563337,0.003072745,0,0,0,0,1.842777027,1.842777027,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4830,0.033208405,-0.014058964,0.043587939,1.59E-05,-0.126621223,-0.013180033,0.999165935,-0.016227571,38.54380139,-0.404375254,37.57784386,-0.402206647,0,0,0.96595753,-0.002168606,0,0,0,0,1.483706495,1.483706495,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4840,0.013403348,-0.006827972,0.043266463,-2.84E-05,-0.042890998,0.022897485,0.985378048,-0.009407564,38.00929712,-0.204735501,37.03732242,-0.202155909,0,0,0.9719747,-0.002579592,0,0,0,0,1.297860489,1.297860489,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4850,0.028753474,-0.007055222,0.044462735,0.000255828,-0.011146282,-0.084169907,0.990341909,-0.001755869,38.55399373,0.101787558,37.5924053,0.096488204,0,0,0.961588435,0.005299354,0,0,0,0,1.873669328,1.873669328,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4860,0.039645896,-0.0070447,0.044509503,-0.000330461,-0.062863948,-0.321257199,1.003115282,-0.008635758,38.82473899,-0.283364712,37.8612696,-0.281773653,0,0,0.963469386,-0.001591058,0,0,0,0,2.022976182,2.022976182,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4870,0.028791252,-0.001859596,0.044582277,-0.000128503,0.014794,-0.196500196,0.988129497,-0.004681916,38.60236565,-0.176526767,37.6430274,-0.173704447,0,0,0.959338245,-0.00282232,0,0,0,0,1.722094422,1.722094422,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4880,0.022617925,0.010325816,0.045025981,0.001067841,0.015084651,-0.214047366,1.000082639,0.008363253,39.04290929,0.579796708,38.06544457,0.58175927,0,0,0.977464715,-0.001962562,0,0,0,0,1.846752276,1.846752276,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4890,0.019915482,-0.000161402,0.0444571,0.00127412,-0.056501899,-0.183743631,0.984238769,-0.000898259,38.47860879,0.528023085,37.51428551,0.528759942,0,0,0.964323288,-0.000736857,0,0,0,0,2.10926126,2.10926126,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4900,0.019728844,0.013737275,0.044409051,0.001733263,-0.034824887,0.061694354,0.97912861,0.011264082,38.3671433,0.949416696,37.40774353,0.951889889,0,0,0.959399766,-0.002473193,0,0,0,0,2.310177291,2.310177291,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4910,0.02945994,-0.009038195,0.045087702,0.00046691,0.033412274,-0.125557855,0.981680287,-0.002269654,38.62504555,0.179934067,37.67282521,0.173165525,0,0,0.952220347,0.006768542,0,0,0,0,1.622216661,1.622216661,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4920,0.037700824,-0.020992527,0.044900291,-0.00010039,0.041083451,-0.134649086,0.991725799,-0.020275631,38.69680932,-0.411117989,37.74278435,-0.411834886,0,0,0.954024976,0.000716896,0,0,0,0,1.649629924,1.649629924,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4930,0.038642072,-0.015780537,0.045030782,0.001197819,-0.078490111,-0.228489871,0.98933022,-0.009235938,38.79410943,0.312294186,37.84342128,0.305749587,0,0,0.950688148,0.006544599,0,0,0,0,2.184834494,2.184834494,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4940,0.034287556,-0.038972082,0.045355939,0.000853148,-0.07601289,-0.154924437,0.993816013,-0.036943501,39.00124897,-0.375134555,38.04172052,-0.377163137,0,0,0.959528457,0.002028582,0,0,0,0,2.205350614,2.205350614,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4950,0.028419996,-0.043932174,0.045344267,0.00140104,0.109255994,-0.176363242,0.995751103,-0.047112784,39.05881328,-0.360067494,38.09148218,-0.356886884,0,0,0.967331107,-0.00318061,0,0,0,0,2.136588838,2.136588838,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4960,0.024048273,-0.014797758,0.045211082,0.002055962,0.368413998,0.070889101,1.00318367,-0.023865635,39.25258566,0.370392389,38.27345026,0.379460266,0,0,0.979135397,-0.009067877,0,0,0,0,1.736104736,1.736104736,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4970,0.028080465,-0.027366362,0.044590553,0.001999009,-0.032823739,-0.195119412,0.999147173,-0.025024374,38.91150001,0.258454305,37.9404333,0.256112316,0,0,0.971066708,0.002341989,0,0,0,0,1.568546997,1.568546997,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4980,0.03901344,-0.034881676,0.045190786,0.001487203,-0.136592565,-0.157395307,0.998743943,-0.033546654,39.13922975,-0.169853783,38.17949925,-0.171188805,0,0,0.959730503,0.001335022,0,0,0,0,1.716967948,1.716967948,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,4990,0.026633009,-0.031672227,0.044707297,0.000296075,0.058710609,-0.272498523,0.996101062,-0.037650114,38.96341181,-0.714197333,37.99394375,-0.708219445,0,0,0.969468053,-0.005977888,0,0,0,0,1.52001786,1.52001786,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5000,0.044579777,-0.02043243,0.044798599,-8.09E-05,0.207394757,-0.11200127,1.002495615,-0.031505304,39.12357672,-0.718723623,38.16566088,-0.70765075,0,0,0.957915837,-0.011072873,0,0,0,0,1.853029885,1.853029885,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5010,0.042041911,0.011899083,0.044727315,0.000397964,0.034004318,-0.142002633,0.99464879,0.001611358,38.87280535,0.05084854,37.92019847,0.061136266,0,0,0.952606879,-0.010287726,0,0,0,0,1.92090732,1.92090732,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5020,0.057361714,0.027653724,0.043979402,0.00035706,0.029472361,-0.038042166,1.013569595,0.026469848,38.95769141,0.553605473,38.00148353,0.554789349,0,0,0.956207881,-0.001183876,0,0,0,0,1.778937009,1.778937009,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5030,0.063455257,0.017856841,0.044379597,0.001039,0.045977961,0.210087146,1.024860054,0.02221737,39.35324158,0.835108372,38.39183678,0.830747843,0,0,0.961404797,0.004360529,0,0,0,0,2.215495382,2.215495382,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5040,0.046605918,0.006944925,0.044024755,0.00103911,0.028458972,0.191192567,1.016148662,0.007789905,38.97251833,0.554894927,38.00297558,0.554049947,0,0,0.969542745,0.00084498,0,0,0,0,2.716756573,2.716756573,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5050,0.037943658,0.009864303,0.044031404,0.000534554,-0.097258308,-0.006863053,1.002994781,0.002920792,38.67471874,0.238146075,37.70966762,0.245089586,0,0,0.965051123,-0.006943511,0,0,0,0,2.262218514,2.262218514,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5060,0.039896725,-0.01110673,0.043805365,0.000274739,-0.015800741,-0.095979759,1.013242276,-0.002373151,38.77430389,0.007632209,37.80095834,-0.001101369,0,0,0.973345551,0.008733579,0,0,0,0,1.515165565,1.515165565,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5070,0.030277355,-0.017427408,0.042020258,-0.00146646,-0.012325474,-0.2245938,0.989657321,-0.015875081,37.56154079,-0.917576287,36.60216082,-0.919128615,0,0,0.959379966,0.001552327,0,0,0,0,1.63172617,1.63172617,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5080,0.036306635,-0.008889215,0.043638458,-0.001158403,0.118474257,-0.270406919,0.998279892,-0.006872932,38.29693759,-0.607773801,37.33496433,-0.609790084,0,0,0.961973256,0.002016283,0,0,0,0,1.635698004,1.635698004,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5090,0.0298463,0.006524426,0.043471429,-0.000652843,0.002200755,-0.21068416,0.993418418,0.0027268,38.1660828,-0.224299395,37.20251068,-0.22050177,0,0,0.963572118,-0.003797625,0,0,0,0,1.940293608,1.940293608,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5100,0.020679746,0.00358085,0.044890923,-0.001415308,-0.170007466,-0.115659351,0.982952398,0.00080903,38.54061978,-0.560687104,37.57834713,-0.557915285,0,0,0.962272652,-0.00277182,0,0,0,0,1.941106717,1.941106717,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5110,0.03246909,0.017567054,0.044615238,-0.001184821,-0.271353751,-0.017952024,0.992186104,0.017231949,38.63236747,-0.120558988,37.67265045,-0.120223883,0,0,0.959717014,-0.000335104,0,0,0,0,2.248316359,2.248316359,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5120,0.031490784,-0.012394959,0.044457636,-0.001127068,-0.223503702,0.2091762,0.996994544,-0.006125979,38.65382893,-0.498097277,37.68832517,-0.504366257,0,0,0.96550376,0.00626898,0,0,0,0,2.106435323,2.106435323,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5130,0.039170119,0.00712443,0.044920573,-0.000993192,-0.060385714,-0.011599617,0.992734443,0.005380803,38.7466372,-0.126703959,37.79307288,-0.124960331,0,0,0.953564324,-0.001743628,0,0,0,0,2.182536463,2.182536463,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5140,0.052828548,0.016586691,0.044490933,0.000178395,0.025752008,0.02622271,1.007562981,0.018061169,38.96814856,0.617277563,38.01341413,0.615803085,0,0,0.954734433,0.001474479,0,0,0,0,2.581654513,2.581654513,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5150,0.051598046,0.001349066,0.044345139,-0.000323797,-0.122945172,-0.086925823,1.020192607,0.007570404,39.17967635,0.215782829,38.21108179,0.209561491,0,0,0.968594561,0.006221338,0,0,0,0,1.963443698,1.963443698,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5160,0.051954719,-0.042346706,0.044493185,-0.000804953,-0.124239151,0.002703916,1.003473695,-0.031463596,38.87835983,-0.848436131,37.92684085,-0.859319241,0,0,0.951518976,0.01088311,0,0,0,0,2.068811771,2.068811771,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5170,0.058604237,-0.047938513,0.04538784,-0.001239107,0.098646654,-0.12375992,1.016570496,-0.048363267,39.52647245,-1.376298531,38.56850619,-1.375873777,0,0,0.957966259,-0.000424754,0,0,0,0,1.860661143,1.860661143,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5180,0.058439258,-0.025571848,0.046385677,-0.000699034,0.118578743,0.05027559,1.016609879,-0.03677656,39.954665,-1.010614575,38.99649438,-0.999409863,0,0,0.958170621,-0.011204712,0,0,0,0,1.722113617,1.722113617,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5190,0.066995788,-0.008344332,0.045944064,-0.000803177,0.163998256,0.153220224,1.018445093,-0.023754818,39.79333069,-0.783357731,38.84188138,-0.767947245,0,0,0.951449305,-0.015410486,0,0,0,0,2.285495711,2.285495711,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5200,0.058878584,0.029413082,0.045219624,0.000242735,0.104752219,-0.126210641,1.041372297,0.022116561,40.0209423,0.627459476,39.03844858,0.634755997,0,0,0.982493714,-0.007296521,0,0,0,0,1.951726633,1.951726633,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5210,0.049056873,0.009571467,0.045609458,-0.000859956,0.129491157,-0.181160485,1.023476018,0.017828268,39.76002029,0.088216134,38.78560115,0.079959333,0,0,0.974419145,0.008256801,0,0,0,0,2.307363214,2.307363214,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5220,0.050498944,0.014628504,0.045525759,-0.001978355,0.107407161,-0.335153449,1.018795294,0.015225023,39.65857125,-0.362762442,38.6902749,-0.36335896,0,0,0.96829635,0.000596518,0,0,0,0,1.853721204,1.853721204,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5230,0.038902416,0.022921818,0.045348252,-0.001061234,0.011964594,-0.336899414,1.021888591,0.023344113,39.54602287,0.010955901,38.56303669,0.010533606,0,0,0.982986174,0.000422295,0,0,0,0,2.047465986,2.047465986,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5240,0.037296034,0.015592411,0.04451265,-0.00227118,0.023915423,-0.130192559,0.996893862,0.019603849,38.72164935,-0.539919334,37.76205152,-0.543930772,0,0,0.959597828,0.004011438,0,0,0,0,1.964590016,1.964590016,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5250,0.023955714,0.004400906,0.043915111,-0.001747428,-0.096842577,-0.233348533,0.990088572,0.014379623,38.46640152,-0.49874278,37.50026866,-0.508721497,0,0,0.966132859,0.009978717,0,0,0,0,2.14757395,2.14757395,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5260,0.010514941,0.006933644,0.043386926,-0.00134138,0.180684759,-0.136790955,0.968937562,0.003724544,37.86094912,-0.470656166,36.9025265,-0.467447065,0,0,0.958422621,-0.0032091,0,0,0,0,2.133093226,2.133093226,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5270,0.016989495,0.030652741,0.044604602,-5.15E-05,-0.016020253,-0.235038031,0.978134661,0.024253672,38.49010615,0.432501909,37.52896099,0.438900979,0,0,0.961145166,-0.00639907,0,0,0,0,1.924183437,1.924183437,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5280,0.018937607,0.011901684,0.044652621,-0.001180892,-0.206906456,-0.297353094,0.976310893,0.019261457,38.45994857,-0.113981521,37.50257528,-0.121341293,0,0,0.957373286,0.007359773,0,0,0,0,1.511092365,1.511092365,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5290,0.05285013,0.032837502,0.045088337,-0.001194139,-0.14320906,-0.229300355,1.00737271,0.022031065,39.25173292,0.014786694,38.29721034,0.025593131,0,0,0.95452258,-0.010806436,0,0,0,0,1.729631252,1.729631252,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5300,0.061290887,0.024836736,0.044193612,-9.50E-05,-0.085571815,-0.127976717,1.018867235,0.026340376,39.21173162,0.58392907,38.25415527,0.58242543,0,0,0.957576348,0.00150364,0,0,0,0,1.586155556,1.586155556,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5310,0.058441391,0.009734498,0.042398022,0.000650172,0.028921155,-0.084252827,1.016925116,0.012469266,38.49655136,0.552361517,37.53806764,0.54962675,0,0,0.958483725,0.002734767,0,0,0,0,2.0469112,2.0469112,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5320,0.06988916,0.002743271,0.043375247,0.000452476,0.071799967,-0.167464885,1.032738073,0.002836543,39.04497658,0.339604517,38.08212767,0.339511245,0,0,0.962848912,9.33E-05,0,0,0,0,2.357909525,2.357909525,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5330,0.08388826,-0.005291161,0.044827815,0.000790057,0.066816619,-0.267664071,1.051944097,-0.003826566,39.95887904,0.25907336,38.99082321,0.257608765,0,0,0.968055837,0.001464595,0,0,0,0,2.609402448,2.609402448,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5340,0.083955094,-0.014910514,0.043687993,0.000891933,0.076019541,-0.078017969,1.044155201,-0.00902566,39.34931504,0.129698008,38.38911493,0.123813154,0,0,0.960200106,0.005884854,0,0,0,0,2.079246122,2.079246122,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5350,0.069460621,-0.035092867,0.043364658,0.001013938,-0.01881291,0.033019965,1.040397098,-0.036807057,39.07504886,-0.442421514,38.10411238,-0.440707324,0,0,0.970936477,-0.00171419,0,0,0,0,2.16572761,2.16572761,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5360,0.054534372,-0.003572587,0.041976618,0.000909916,0.051305552,-0.083101044,1.025328064,-0.010347467,38.25010869,0.186991215,37.279315,0.193766095,0,0,0.970793692,-0.00677488,0,0,0,0,1.826054026,1.826054026,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5370,0.06132342,0.00695937,0.042488122,0.0009936,0.021177144,-0.038353995,1.039451451,0.002108391,38.88809434,0.459446215,37.90996631,0.464297194,0,0,0.978128031,-0.004850979,0,0,0,0,2.105626231,2.105626231,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5380,0.074775491,-0.01018168,0.04353557,0.000681292,0.35358906,-0.012753416,1.038573134,-0.008946504,39.16799214,0.146424531,38.20419449,0.145189355,0,0,0.963797643,0.001235176,0,0,0,0,2.086138652,2.086138652,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5390,0.069273757,-0.007316563,0.044155693,0.000797431,0.145123195,0.02581717,1.034287581,-0.004188042,39.36917955,0.269274695,38.40416572,0.266146174,0,0,0.965013824,0.003128521,0,0,0,0,1.891302109,1.891302109,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5400,0.080230349,0.008416614,0.043971842,0.001884284,0.160919029,0.034489775,1.042633374,0.012427499,39.48477776,1.070167393,38.52237473,1.066156509,0,0,0.962403026,0.004010885,0,0,0,0,2.516112176,2.516112176,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5410,0.085038843,0.005022273,0.041894355,0.000688038,0.034716242,0.058339881,1.038103551,0.00270843,38.58767084,0.446932475,37.63460613,0.449246318,0,0,0.953064708,-0.002313844,0,0,0,0,2.324126245,2.324126245,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5420,0.080813232,0.014748052,0.042047662,0.002034513,0.07377315,0.015727309,1.037896182,0.020442155,38.69513506,1.205164952,37.73805211,1.19947085,0,0,0.95708295,0.005694102,0,0,0,0,2.605962106,2.605962106,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5430,0.086078791,-0.00661413,0.042971307,0.00111774,0.098984442,0.234506606,1.047476431,-0.000819233,39.2158123,0.463129741,38.25441466,0.457334844,0,0,0.96139764,0.005794897,0,0,0,0,2.422517172,2.422517172,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5440,0.075434296,-0.002898099,0.042148077,-0.000257639,0.094639508,0.193813396,1.042127817,-0.008010883,38.72883442,-0.22880584,37.7621409,-0.223693057,0,0,0.966693521,-0.005112783,0,0,0,0,2.001042489,2.001042489,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5450,0.066630902,0.00023825,0.041397888,0.000231008,0.373736514,0.097045371,1.035463272,0.000690546,38.31570476,0.131482261,37.34687239,0.131029964,0,0,0.96883237,0.000452296,0,0,0,0,1.950571752,1.950571752,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5460,0.046975549,-0.001365464,0.041427658,-0.000341177,0.087582867,0.168217883,1.016244882,-0.002422919,37.93635529,-0.12454414,36.96708595,-0.123486685,0,0,0.969269333,-0.001057455,0,0,0,0,2.175206887,2.175206887,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5470,0.045368143,-0.009161804,0.042891886,-0.000889493,-0.250739818,0.055243593,1.007012578,-0.003158868,38.33236761,-0.317621421,37.37072318,-0.323624357,0,0,0.961644435,0.006002936,0,0,0,0,1.960310532,1.960310532,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5480,0.05533248,-0.020263599,0.043149095,-0.000673014,-0.158222347,0.249944632,1.025764878,-0.017459892,38.81224429,-0.499263022,37.84181189,-0.50206673,0,0,0.970432399,0.002803708,0,0,0,0,1.6279535,1.6279535,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5490,0.062161126,-0.013362345,0.044321576,-0.00076682,-0.133273569,0.267706599,1.03498337,-0.018079986,39.45307919,-0.564951492,38.48025695,-0.560233851,0,0,0.972822244,-0.004717641,0,0,0,0,2.085524306,2.085524306,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5500,0.060891739,0.001513207,0.043066467,7.60E-05,-0.240244238,0.188778874,1.031404508,-0.004574803,38.97356263,-0.039740842,38.00304986,-0.033652832,0,0,0.970512769,-0.006088011,0,0,0,0,1.887473783,1.887473783,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5510,0.04087444,-0.005678318,0.043191297,-0.000108578,0.151992765,0.233645452,1.007886248,-0.00723913,38.55038298,-0.151253172,37.58337117,-0.149692361,0,0,0.967011808,-0.001560811,0,0,0,0,1.873356917,1.873356917,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5520,0.05455519,-0.006510083,0.043908791,-0.001459424,0.121876193,0.136864366,1.007980532,-0.003287941,38.83494584,-0.602610012,37.8815205,-0.605832154,0,0,0.953425342,0.003222142,0,0,0,0,1.971801073,1.971801073,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5530,0.067215822,-0.017682612,0.044929425,-0.000402837,0.077356572,-0.026947865,1.037309009,-0.017094324,39.80676329,-0.487328632,38.8366701,-0.48791692,0,0,0.970093187,0.000588288,0,0,0,0,2.201346315,2.201346315,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5540,0.074473257,6.05E-05,0.044916726,0.000475549,0.15078931,-0.08334056,1.037790011,0.000805991,39.77953899,0.23485306,38.81622223,0.234107521,0,0,0.963316755,0.000745538,0,0,0,0,2.330331191,2.330331191,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5550,0.059412053,0.013590571,0.044673036,8.71E-05,0.227407408,-0.183516074,1.025154344,0.00892126,39.33977057,0.29462209,38.37402828,0.299291401,0,0,0.96574229,-0.004669311,0,0,0,0,2.36965659,2.36965659,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5560,0.039057666,-0.002880447,0.043598376,-0.00066942,0.165919968,-0.186685733,0.999124653,0.000571082,38.31493105,-0.098357412,37.35486407,-0.101808942,0,0,0.960066987,0.003451529,0,0,0,0,1.605705751,1.605705751,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5570,0.072215282,0.001843983,0.043433445,-0.000956391,0.054222041,-0.359147796,1.030357116,-0.003504264,39.00802522,-0.311581107,38.04988339,-0.30623286,0,0,0.958141834,-0.005348247,0,0,0,0,2.151731142,2.151731142,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5580,0.045994726,0.041807229,0.043403562,-0.000892311,0.245391599,-0.07531759,1.017593018,0.035763945,38.76411198,0.640625655,37.79251369,0.646668938,0,0,0.971598292,-0.006043283,0,0,0,0,2.394477242,2.394477242,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5590,0.028182602,0.03348673,0.042815931,-0.000190327,0.113367662,0.088727712,0.992389663,0.033730968,38.00731644,0.86080615,37.04310938,0.860561913,0,0,0.964207062,0.000244237,0,0,0,0,2.194423705,2.194423705,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5600,0.052432408,0.012600834,0.043152313,-0.001015251,0.296103894,0.135434282,1.015681984,0.017131788,38.57002532,0.151795926,37.60677574,0.147264972,0,0,0.963249576,0.004530954,0,0,0,0,2.213356913,2.213356913,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5610,0.080361308,0.01349575,0.043278121,-0.000491857,0.399997945,0.106635237,1.03183765,0.01447433,38.90317119,0.208154786,37.95169485,0.207176206,0,0,0.951476342,0.00097858,0,0,0,0,2.164113803,2.164113803,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,5620,0.097511456,0.027722305,0.043241904,0.000199323,0.273893281,0.002400102,1.051159551,0.023081521,39.27519801,0.641188384,38.32154991,0.645829168,0,0,0.953648095,-0.004640784,0,0,0,0,2.050122372,2.050122372,0,0
