m,lambda,wz,wtr,dt,mu,eps,Nx,Nt,nL,beta,dim,step,Dens (Re),Dens (Im),KE (Re),KE (Im),Lz (Re),Lz (Im),PhiSq (Re),PhiSq (Im),S (Re),S (Im),S_del (Re),S_del (Im),S_int (Re),S_int (Im),S_tau (Re),S_tau (Im),S_trap (Re),S_trap (Im),S_w (Re),S_w (Im),Vint (Re),Vint (Im),Vtr (Re),Vtr (Im)
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2600,0.069949123,0.042224839,0.044223397,-0.000178801,-0.053259695,-0.284101284,1.020320246,0.039679521,39.05459614,0.794293307,38.10422501,0.796838625,0,0,0.950371124,-0.002545318,0,0,0,0,1.842912585,1.842912585,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2610,0.042237975,0.022516605,0.045363757,0.00023774,-0.022495813,-0.135668663,1.009722048,0.028920225,39.32652687,0.719401376,38.3590428,0.712997757,0,0,0.967484073,0.00640362,0,0,0,0,1.725089409,1.725089409,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2620,0.056237203,0.017011442,0.045001113,0.000297369,-0.050874418,-0.248179092,1.018533368,0.019964745,39.42744415,0.50749245,38.46514798,0.504539148,0,0,0.962296166,0.002953303,0,0,0,0,1.775222491,1.775222491,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2630,0.038186894,0.006803755,0.043981835,0.000117669,0.05205551,-0.058295022,0.998784549,0.01039255,38.64980543,0.240581978,37.68920778,0.236993183,0,0,0.960597655,0.003588795,0,0,0,0,1.925350231,1.925350231,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2640,0.052300708,0.001316206,0.043957474,6.48E-07,-0.176703839,0.210770797,1.015070684,-0.000747069,38.95663886,0.05168896,37.99386889,0.053752234,0,0,0.962769977,-0.002063274,0,0,0,0,2.147289603,2.147289603,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2650,0.064497764,-0.002924635,0.044387196,-0.000228773,-0.031084147,0.017062784,1.025738284,-0.007140735,39.3143059,-0.221871116,38.35306538,-0.217655017,0,0,0.96124052,-0.0042161,0,0,0,0,1.993123717,1.993123717,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2660,0.05680397,0.003120942,0.043905297,0.000242828,-0.245768463,0.113274114,1.026859456,-0.001380828,39.18101505,0.051585409,38.21095957,0.056087179,0,0,0.970055486,-0.00450177,0,0,0,0,2.315051862,2.315051862,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2670,0.066466671,0.020564645,0.044303919,0.000897315,0.00017853,-0.005647336,1.029542162,0.014650504,39.42697231,0.616534901,38.46389682,0.622449042,0,0,0.963075491,-0.005914141,0,0,0,0,2.376532036,2.376532036,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2680,0.05089344,0.018055838,0.043905261,0.000842811,-0.003607077,-0.125605871,1.030699975,0.017773867,39.17193479,0.720042834,38.19212826,0.720324804,0,0,0.979806535,-0.00028197,0,0,0,0,2.294381474,2.294381474,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2690,0.011202035,0.013064759,0.043228448,0.000106334,0.132724565,0.093862962,0.987481491,0.014946575,38.14516797,0.466496002,37.16888851,0.464614185,0,0,0.976279456,0.001881816,0,0,0,0,2.158045732,2.158045732,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2700,0.008309873,0.00632452,0.04403582,0.000177504,0.007643537,0.077027393,0.972464995,0.00968153,38.14873417,0.255161566,37.18457905,0.251804555,0,0,0.964155121,0.00335701,0,0,0,0,1.685721474,1.685721474,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2710,-0.002864166,0.007748751,0.045155463,-0.000150773,-0.068150318,0.179603732,0.964510333,0.008316751,38.40999959,0.194038506,37.44262509,0.193470505,0,0,0.967374499,0.000568,0,0,0,0,2.373865524,2.373865524,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2720,0.029035583,0.003031069,0.045146896,-0.000361144,-0.077968478,-0.010216196,0.992829338,0.005357645,38.86858498,-0.008350667,37.90479122,-0.010677243,0,0,0.963793755,0.002326576,0,0,0,0,1.978236702,1.978236702,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2730,0.02242495,0.015058711,0.043420643,0.00023623,0.093014951,-0.181112521,0.984179669,0.01713109,37.96801656,0.435399658,37.00626184,0.433327279,0,0,0.961754719,0.002072379,0,0,0,0,1.73005609,1.73005609,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2740,0.017072026,-0.008293269,0.04399756,2.28E-05,0.2917021,-0.078597849,0.979765366,0.002155786,38.17466992,0.103906815,37.21197658,0.093457759,0,0,0.96269334,0.010449056,0,0,0,0,2.015635204,2.015635204,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2750,0.007149799,-0.000211947,0.045273191,-0.000471749,0.258376215,-0.283561011,0.969766481,0.00588081,38.43909057,-0.044124319,37.47647389,-0.050217076,0,0,0.962616683,0.006092757,0,0,0,0,1.744656867,1.744656867,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2760,0.006038264,0.005702204,0.045735879,0.000275899,0.028961405,-0.135942701,0.96093979,0.012149581,38.4489641,0.37343735,37.49406257,0.366989973,0,0,0.954901526,0.006447377,0,0,0,0,1.593300821,1.593300821,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2770,-0.005007926,-0.008295584,0.045418213,0.000418622,-0.048958978,0.149623056,0.951155268,0.000757863,38.18506554,0.292412131,37.22890235,0.283358685,0,0,0.956163195,0.009053446,0,0,0,0,1.463152477,1.463152477,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2780,-0.000457783,-0.019571716,0.045565859,0.001286517,-0.09685456,0.0622291,0.960383562,-0.013607509,38.49403404,0.352309641,37.53319269,0.346345433,0,0,0.960841345,0.005964207,0,0,0,0,1.251454964,1.251454964,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2790,0.013342525,-0.042857122,0.046432952,0.000995196,0.166249926,0.004104089,0.974367062,-0.035479111,39.10570639,-0.108315262,38.14468186,-0.115693273,0,0,0.961024537,0.007378011,0,0,0,0,1.609573451,1.609573451,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2800,-0.012893256,-0.044850502,0.045893473,0.001249642,0.182839974,-0.037713164,0.953575373,-0.046597932,38.45961839,-0.255029185,37.49314976,-0.253281755,0,0,0.966468628,-0.00174743,0,0,0,0,2.012999144,2.012999144,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2810,-0.010236492,-0.037696133,0.045696645,0.00018361,0.148090717,-0.054986206,0.965049666,-0.045102649,38.60141109,-0.726538261,37.62612493,-0.719131745,0,0,0.975286158,-0.007406516,0,0,0,0,1.625292539,1.625292539,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2820,0.022307926,-0.015345315,0.045642167,0.001478513,-0.050235717,0.140313689,0.98033466,-0.024483012,38.91592857,0.161746394,37.95790184,0.170884091,0,0,0.958026734,-0.009137696,0,0,0,0,1.751413974,1.751413974,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2830,0.012494328,-0.008425445,0.046122995,0.001308649,0.001817577,-0.008443277,0.983840333,-0.010440839,39.22481008,0.407062176,38.25346407,0.40907757,0,0,0.971346005,-0.002015394,0,0,0,0,1.580084279,1.580084279,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2840,0.014996744,-0.0166561,0.044566973,0.001040759,-0.032460213,-0.069141203,0.968125089,-0.016985866,38.26663493,0.058688234,37.31350658,0.059018,0,0,0.953128345,-0.000329766,0,0,0,0,1.937427745,1.937427745,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2850,0.018630433,-0.005002549,0.044901188,0.000262614,-0.034261667,-0.175782405,0.976051216,-0.003604411,38.48784655,0.076546743,37.53042577,0.075148605,0,0,0.957420783,0.001398138,0,0,0,0,2.163876769,2.163876769,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2860,0.01088627,-0.011127881,0.044608962,-0.000538275,0.058823533,-0.132298021,0.968816501,-0.011177238,38.25391061,-0.346353447,37.29598038,-0.34630409,0,0,0.957930231,-4.94E-05,0,0,0,0,2.211311241,2.211311241,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2870,0.019897135,-0.00730491,0.044623732,-0.000455588,0.015172316,0.108112158,0.982185088,-0.017167949,38.51121966,-0.468482193,37.54893171,-0.458619154,0,0,0.962287954,-0.009863039,0,0,0,0,1.450562854,1.450562854,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2880,0.019972809,-0.002846203,0.045113266,-0.000586263,-0.19294321,-0.153303922,0.988062744,-0.007723537,38.851469,-0.352092147,37.88337906,-0.347214813,0,0,0.968089935,-0.004877334,0,0,0,0,1.795396221,1.795396221,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2890,0.033512173,0.008431053,0.045487988,-8.70E-05,-0.067597884,-0.1713979,0.994692318,-0.00396595,39.20297026,-0.259935271,38.24179011,-0.247538268,0,0,0.961180144,-0.012397003,0,0,0,0,1.67724529,1.67724529,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2900,0.037180827,0.013166451,0.044347187,0.000731752,-0.023806168,-0.209033607,0.999281797,0.013282017,38.86555529,0.423759265,37.90345432,0.4236437,0,0,0.96210097,0.000115565,0,0,0,0,2.036060721,2.036060721,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2910,0.056333234,0.000553863,0.044622529,0.001000561,0.006451356,-0.28499762,1.014213661,0.013582464,39.24493958,0.6651443,38.28705915,0.652115699,0,0,0.957880426,0.013028601,0,0,0,0,1.630784448,1.630784448,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2920,0.068459507,-0.002293001,0.04547983,0.000596882,0.10486697,-0.253117457,1.023146642,0.003699108,39.71025479,0.27809021,38.75556765,0.272098101,0,0,0.954687135,0.005992109,0,0,0,0,1.676952944,1.676952944,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2930,0.058906131,-0.006060346,0.046362404,0.000500425,0.15755565,-0.194742545,1.019104918,-0.001935675,39.93392781,0.206244225,38.97372902,0.202119554,0,0,0.960198787,0.004124671,0,0,0,0,1.776005397,1.776005397,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2940,0.059078558,-0.018723991,0.045207895,-0.000625395,0.297039535,0.003256541,1.007606523,-0.013261844,39.24591445,-0.564336279,38.29738648,-0.569798426,0,0,0.948527964,0.005462146,0,0,0,0,1.903538732,1.903538732,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2950,0.069077987,-0.003400302,0.046138269,-8.96E-06,0.07333399,-0.036611105,1.029023809,0.00282349,40.16707123,-0.029583459,39.20712541,-0.035807252,0,0,0.959945821,0.006223792,0,0,0,0,1.969037161,1.969037161,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2960,0.061153786,-0.011381065,0.046920726,-0.00091258,-0.13401589,-0.175344737,1.028587002,-0.004729521,40.47482801,-0.521259625,39.5073948,-0.52791117,0,0,0.967433216,0.006651545,0,0,0,0,1.719018203,1.719018203,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2970,0.063821858,-0.018508823,0.046232035,-0.001466745,0.062096555,-0.1452612,1.039539848,-0.019878647,40.46995638,-1.017636703,39.49423839,-1.016266879,0,0,0.975717989,-0.001369824,0,0,0,0,2.6311212,2.6311212,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2980,0.037579823,-0.010092168,0.045358355,-0.001011216,0.142173733,-0.129670337,1.007503685,-0.015131224,39.45645545,-0.741515602,38.48653159,-0.736476546,0,0,0.969923863,-0.005039056,0,0,0,0,1.930375133,1.930375133,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,2990,0.039955561,-0.015426933,0.04552577,-0.000423041,0.071306153,-0.018870826,1.003371144,-0.015238184,39.38778745,-0.596015544,38.42437187,-0.596204294,0,0,0.963415583,0.00018875,0,0,0,0,2.016157565,2.016157565,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3000,0.028048189,0.001737869,0.045804862,-0.000432481,0.124555324,0.155904519,1.000300248,-0.00630082,39.29111913,-0.310354365,38.31886707,-0.302315676,0,0,0.972252059,-0.008038689,0,0,0,0,2.240287945,2.240287945,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3010,0.009620942,-0.006828414,0.046157418,-0.000730004,0.125131489,0.192343589,0.984215797,-0.004493297,39.0796359,-0.478141167,38.10504105,-0.480476283,0,0,0.974594855,0.002335117,0,0,0,0,2.494853223,2.494853223,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3020,0.012745136,0.010060301,0.045829865,-0.001186775,0.108097147,0.197435859,0.976040016,0.007720596,38.86445813,-0.289649135,37.90116325,-0.28730943,0,0,0.96329488,-0.002339705,0,0,0,0,1.635463592,1.635463592,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3030,0.008634406,-0.003457095,0.045929999,-0.001453466,-0.100475939,0.093254333,0.969317768,0.001038637,38.76621168,-0.54453961,37.80552831,-0.549035342,0,0,0.960683362,0.004495731,0,0,0,0,1.616191819,1.616191819,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3040,0.027378724,0.002420012,0.045647835,-0.001896729,0.102896065,0.056111779,0.984351196,-0.002446139,38.97615916,-0.885973051,38.01918669,-0.881106899,0,0,0.956972472,-0.004866151,0,0,0,0,1.68841782,1.68841782,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3050,0.018288287,0.011468289,0.045003559,-0.001292954,0.204196008,-0.115613494,0.97683824,0.006426942,38.56562165,-0.427399451,37.6070717,-0.422358104,0,0,0.958549953,-0.005041347,0,0,0,0,1.378995925,1.378995925,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3060,0.014745714,0.027499594,0.045543201,-0.00017931,0.068703867,0.095420857,0.980543644,0.022381752,38.83636192,0.343316384,37.87056399,0.348434226,0,0,0.965797931,-0.005117843,0,0,0,0,2.07372674,2.07372674,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3070,0.025388168,0.01040028,0.045437166,-0.000422716,0.042305176,0.021022448,0.995646853,0.015064674,39.10977054,0.118581232,38.13951185,0.113916838,0,0,0.970258685,0.004664394,0,0,0,0,1.698063119,1.698063119,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3080,0.027591433,0.007217963,0.044880401,-0.001264393,0.10058164,0.186079318,0.987584649,0.003214763,38.71344463,-0.441257932,37.75345141,-0.437254732,0,0,0.959993215,-0.0040032,0,0,0,0,2.13424039,2.13424039,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3090,0.029612282,0.020283736,0.044656907,-0.001067,-0.008966867,0.057678143,0.999542544,0.008361038,39.01747576,-0.354269916,38.0475455,-0.342347217,0,0,0.969930262,-0.011922699,0,0,0,0,2.036640049,2.036640049,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3100,0.035872283,0.012346387,0.044444709,-0.000720869,0.091339807,0.002641067,1.005723651,0.010111275,39.06379296,-0.190315547,38.09394159,-0.188080435,0,0,0.969851368,-0.002235112,0,0,0,0,1.990816344,1.990816344,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3110,0.054761342,0.00221855,0.044560571,-0.00080211,0.031484957,0.277732855,1.015941429,0.006839174,39.25916454,-0.234765253,38.29798445,-0.239385877,0,0,0.961180087,0.004620624,0,0,0,0,1.739226317,1.739226317,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3120,0.04641564,0.006199501,0.045270752,0.000564106,-0.017597951,0.103224207,1.007820055,0.011362469,39.38103821,0.374751289,38.41963379,0.369588321,0,0,0.961404415,0.005162968,0,0,0,0,1.466764091,1.466764091,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3130,0.042095709,-0.014111797,0.045135777,-0.000479959,0.092385265,0.003757785,1.011192987,-0.009739296,39.44147626,-0.388814431,38.47237898,-0.393186933,0,0,0.969097278,0.004372501,0,0,0,0,2.216998868,2.216998868,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3140,0.055937871,0.006448317,0.04555517,-0.000380569,0.103558769,0.036698086,1.031672164,-0.001640933,39.9633004,-0.267946963,38.98756611,-0.259857713,0,0,0.975734293,-0.00808925,0,0,0,0,1.831785292,1.831785292,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3150,0.062331002,0.006606733,0.044766882,0.000386455,0.117032011,0.285519109,1.019468475,0.002453015,39.40933739,0.206200059,38.45219991,0.210353777,0,0,0.957137473,-0.004153718,0,0,0,0,1.418653407,1.418653407,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3160,0.058958442,0.010305459,0.045513407,0.000618102,0.001620949,0.070716913,1.034010939,0.005078239,40.08632703,0.255186632,39.11127453,0.260413851,0,0,0.975052497,-0.005227219,0,0,0,0,1.58090075,1.58090075,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3170,0.038487438,0.007175981,0.045197224,0.001857274,-0.147651417,0.089711677,1.014029364,0.008288599,39.4586084,0.85818809,38.48306648,0.857075472,0,0,0.975541926,0.001112618,0,0,0,0,1.481989969,1.481989969,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3180,0.024485857,-0.020365016,0.045740159,0.001451802,-0.035799773,0.104868582,0.995406456,-0.018384743,39.24002731,0.202360609,38.26910671,0.200380337,0,0,0.970920599,0.001980272,0,0,0,0,1.326391644,1.326391644,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3190,0.026781471,-0.031760117,0.045547777,0.000546954,0.155973317,-0.070996045,0.987308705,-0.029449794,39.04485562,-0.368790505,38.08432838,-0.371100828,0,0,0.960527234,0.002310323,0,0,0,0,1.799280224,1.799280224,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3200,0.024224567,-0.038627909,0.045262194,0.001136112,-0.061817645,-0.043760859,0.982656146,-0.036638084,38.87799423,-0.374323634,37.91956265,-0.376313459,0,0,0.958431579,0.001989825,0,0,0,0,1.882006884,1.882006884,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3210,0.030611257,-0.036379735,0.0454652,0.001238642,-0.020583099,-0.158521017,0.984210151,-0.027467905,38.98461802,-0.103924597,38.03101913,-0.112836428,0,0,0.953598894,0.00891183,0,0,0,0,1.690816193,1.690816193,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3220,0.038554291,-0.063159155,0.046786639,0.000942042,-0.09317158,-0.186478348,1.000895589,-0.050702669,39.87937641,-0.67343264,38.91703511,-0.685889126,0,0,0.962341298,0.012456485,0,0,0,0,2.196548421,2.196548421,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3230,0.024554004,-0.063140735,0.045616472,0.001492182,0.032373231,-0.040612402,0.996263339,-0.058074311,39.16235542,-0.599640156,38.19064609,-0.60470658,0,0,0.971709335,0.005066424,0,0,0,0,1.804211219,1.804211219,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3240,0.02075573,-0.047884936,0.045185146,0.002727954,0.086969897,-0.063361007,0.981042586,-0.053652759,38.67045675,-0.044044506,37.7101699,-0.038276684,0,0,0.960286856,-0.005767822,0,0,0,0,1.830707402,1.830707402,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3250,0.007409662,-0.043715991,0.044643823,0.002779341,-0.089668498,-0.183838818,0.96553942,-0.048309161,38.07380253,0.128885358,37.11567277,0.133478527,0,0,0.958129758,-0.00459317,0,0,0,0,1.659507621,1.659507621,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3260,0.013739395,-0.019185983,0.044634008,0.002289768,-0.118661154,-0.285598987,0.965424401,-0.019617067,38.15570764,0.554623943,37.20402264,0.555055027,0,0,0.951685007,-0.000431084,0,0,0,0,1.610444899,1.610444899,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3270,0.023984276,-0.034107676,0.045770725,0.001094982,0.134485008,-0.265739949,0.984273598,-0.030725313,38.9358781,-0.098521212,37.97558878,-0.101903575,0,0,0.960289322,0.003382363,0,0,0,0,1.673700363,1.673700363,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3280,0.027213871,-0.047619995,0.045408546,7.72E-05,0.165993067,-0.109185991,0.989103441,-0.050289202,38.90408934,-0.844073826,37.94219977,-0.841404619,0,0,0.961889571,-0.002669207,0,0,0,0,1.505237861,1.505237861,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3290,-0.001458092,-0.028479046,0.045311477,0.00053496,0.015730768,0.096348465,0.97340564,-0.042803621,38.52871069,-0.63505441,37.55384696,-0.620729835,0,0,0.974863732,-0.014324575,0,0,0,0,1.223455599,1.223455599,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3300,-0.012116384,0.000748198,0.045618662,0.00091666,0.158055473,0.0336703,0.951062875,-0.00962761,38.29790287,0.203571745,37.33472361,0.213947553,0,0,0.963179259,-0.010375808,0,0,0,0,1.820528809,1.820528809,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3310,-0.001461196,-0.004020093,0.045985043,4.32E-05,0.196492671,0.049510837,0.958297222,-0.001779105,38.60580468,-0.027907733,37.64604626,-0.030148721,0,0,0.959758418,0.002240988,0,0,0,0,1.611488479,1.611488479,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3320,0.00533409,-0.012033033,0.046211422,0.000124933,0.161981372,-0.073241423,0.98145924,-0.01320503,39.10696574,-0.30721776,38.13084059,-0.306045764,0,0,0.97612515,-0.001171997,0,0,0,0,1.646233639,1.646233639,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3330,0.011240298,0.007118797,0.045272986,0.001000457,0.170248286,0.290996668,0.978247533,0.001979115,38.7064388,0.429546855,37.73943156,0.434686538,0,0,0.967007235,-0.005139682,0,0,0,0,1.578590123,1.578590123,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3340,0.014124506,0.003696841,0.045559597,0.001249137,0.093655381,0.319624532,0.971728155,0.003259267,38.70945036,0.602976957,37.75184671,0.603414531,0,0,0.957603649,-0.000437574,0,0,0,0,1.951627493,1.951627493,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3350,0.019617363,0.011772369,0.046749949,0.000395907,0.123978984,0.3174711,0.992526785,0.003369771,39.56192812,0.252157492,38.5890187,0.26056009,0,0,0.972909422,-0.008402598,0,0,0,0,2.193110779,2.193110779,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3360,0.002228558,0.020473401,0.044843501,0.000912392,0.082685789,0.405285016,0.968111223,0.014374796,38.30644785,0.63410466,37.34056519,0.640203264,0,0,0.965882665,-0.006098605,0,0,0,0,1.357958663,1.357958663,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3370,0.00012151,0.021087357,0.046007468,0.000115414,0.080959354,0.297176015,0.963497638,0.021141496,38.67317895,0.495988028,37.70980282,0.495933889,0,0,0.963376127,5.41E-05,0,0,0,0,1.276042871,1.276042871,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3380,0.006718553,0.025989232,0.0468861,-0.000113463,0.040709028,0.097994971,0.969890229,0.021051354,39.09851093,0.445486642,38.13533925,0.45042452,0,0,0.963171676,-0.004937878,0,0,0,0,1.649736814,1.649736814,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3390,0.01164428,0.019347777,0.04733994,-5.11E-05,-0.108990012,0.080405708,0.968651262,0.018920529,39.27307354,0.422611021,38.31606656,0.423038269,0,0,0.957006982,-0.000427248,0,0,0,0,1.668601192,1.668601192,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3400,0.015678619,0.014642961,0.045912411,-0.000942817,-0.073179855,-0.041302013,0.97433939,0.014111264,38.81189942,-0.041828204,37.85323865,-0.041296506,0,0,0.958660771,-0.000531697,0,0,0,0,1.43476168,1.43476168,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3410,0.01947947,0.021955817,0.045444693,-0.001200295,0.022398151,-0.13890125,0.98068912,0.017849475,38.81648316,-0.056380272,37.85527351,-0.05227393,0,0,0.96120965,-0.004106342,0,0,0,0,2.391044913,2.391044913,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3420,0.016986952,0.021115531,0.04625288,-0.000810499,0.097956738,-0.076930498,0.988417413,0.018785237,39.29896372,0.191969769,38.32753326,0.194300063,0,0,0.971430461,-0.002330294,0,0,0,0,2.453642847,2.453642847,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3430,0.004411594,0.03548319,0.046241931,3.59E-05,0.200348754,-0.004553988,0.974809919,0.036976635,38.94781636,0.885389721,37.97741804,0.883896276,0,0,0.970398325,0.001493445,0,0,0,0,2.070217978,2.070217978,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3440,0.002269194,0.041447939,0.045283445,-0.000212517,0.291868809,0.162560471,0.972614979,0.039669644,38.59770188,0.790568086,37.6273561,0.792346382,0,0,0.970345785,-0.001778296,0,0,0,0,1.883637788,1.883637788,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3450,0.006128157,0.023232165,0.046011396,-0.000770727,0.138241309,0.253661916,0.966670871,0.033378832,38.7635565,0.432644601,37.80301378,0.422497934,0,0,0.960542715,0.010146667,0,0,0,0,1.218936453,1.218936453,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3460,0.036831687,0.008175381,0.046495376,-0.001111441,0.147795985,0.016246221,0.992461837,0.013568098,39.45611411,-0.050725303,38.50048396,-0.056118019,0,0,0.95563015,0.005392717,0,0,0,0,1.733097496,1.733097496,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3470,0.024125515,0.000434484,0.045178064,-0.001398928,0.087104963,0.028785079,0.994525731,0.003030663,39.05961338,-0.434429656,38.08921316,-0.437025836,0,0,0.970400217,0.002596179,0,0,0,0,1.876602818,1.876602818,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3480,0.04034769,0.00660225,0.044995726,-0.000721132,0.146561648,0.011770596,0.995131503,0.00895907,38.96460582,-0.032638325,38.00982201,-0.034995145,0,0,0.954783813,0.00235682,0,0,0,0,1.694120048,1.694120048,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3490,0.044570279,-0.022044037,0.044390412,-0.001334808,0.151257063,-0.210757008,1.007096867,-0.01632177,38.9646969,-0.854668068,38.00217031,-0.860390335,0,0,0.962526588,0.005722267,0,0,0,0,1.705387056,1.705387056,0,0
1,0,0,0,0.05,-0.1,0.1,21,80,10000,4,2,3500,0.036860519,-0.004824854,0.044545188,-0.000425534,-0.171618398,-0.166498362,0.996482352,-0.009707965,38.77909839,-0.405955287,37.81947656,-0.401072176,0,0,0.959621833,-0.004883111,0,0,0,0,1.897209243,1.897209243,0,0
