Nt,Nx,beta,dt,eps,lambda,m,mu,nL,wtr,wz,Im Lz,Im Lz err,Im Phisq,Im Phisq err,Im S,Im S err,Im n,Im n err,Re Lz,Re Lz err,Re Phisq,Re Phisq err,Re S,Re S err,Re n,Re n err,Ntherm
160,21,8.0,0.05,0.001,0.0,1.0,-0.1,1000000,0.0,0.0,-0.0008494934830868376,0.00011677137355948751,0.0002873759795270363,1.3971159114987876e-05,0.010193335527664153,0.0003600186065116654,0.0002740071473592894,1.4275658456667198e-05,-0.011725688303540887,0.00011014029252628882,0.9176661650600002,1.7495695245218185e-05,36.68965273874997,0.00040688156054407334,0.006451155717579181,1.6898107500382765e-05,200000
